image_path,reconstruction_error,mahalanobis_distance,combined_score
D:\projects\xray\test\xray_easy06985rotated45.jpg,0.016173182,19.14745688338468,0.20764775088920093
D:\projects\xray\test\xray_easy07054flip0.jpg,0.015110056,19.242674405775247,0.2075367999737638
D:\projects\xray\test\xray_easy07040flip1.jpg,0.017464662,18.41447044323047,0.2016093664030393
D:\projects\xray\test\xray_easy04575flip0.jpg,0.015058874,18.623400588204674,0.20129288003464751
D:\projects\xray\test\xray_easy07018flip1.jpg,0.016881153,18.399928366458898,0.20088043665206914
D:\projects\xray\test\xray_easy07054rotated270.jpg,0.014445907,18.407859125729853,0.19852449869360977
D:\projects\xray\test\xray_easy07044rotated270.jpg,0.015719106,18.24019039670372,0.1981210103879118
D:\projects\xray\test\xray_easy04572flip1.jpg,0.01648535,17.97951949666732,0.1962805451731675
D:\projects\xray\test\xray_easy07003shifted0_25.jpg,0.014809172,18.106642092511922,0.1958755925943044
D:\projects\xray\test\xray_easy06984rotated270.jpg,0.014683597,18.08813547105342,0.1955649515003711
D:\projects\xray\test\xray_easy07025flip1.jpg,0.017447056,17.72814520384343,0.19472850828721835
D:\projects\xray\test\xray_easy04712shifted0_-25.jpg,0.015738163,17.783423985885037,0.19357240300224673
D:\projects\xray\test\xray_easy04708rotated270.jpg,0.014143434,17.847537542059857,0.19261880977377135
D:\projects\xray\test\xray_easy07057flip1.jpg,0.015202782,17.70610972639457,0.19226387938077605
D:\projects\xray\test\xray_easy07037rotated90.jpg,0.016022533,17.614218969197477,0.19216472287030426
D:\projects\xray\test\xray_easy07038rotated90.jpg,0.01492615,17.68546175711013,0.19178076801227104
D:\projects\xray\test\xray_easy07037flip0.jpg,0.014327299,17.68060480120363,0.19113334686185737
D:\projects\xray\test\xray_easy04520rotated90.jpg,0.013461508,17.75649900113193,0.19102649786816517
D:\projects\xray\test\xray_easy04563rotated90.jpg,0.014710839,17.598250837720517,0.19069334728367213
D:\projects\xray\test\xray_easy07063rotated45.jpg,0.01431903,17.540499423219387,0.18972402386887496
D:\projects\xray\test\xray_easy04556rotated270.jpg,0.01741195,17.22676653087827,0.18967961442179404
D:\projects\xray\test\xray_easy07025rotated270.jpg,0.018236782,17.01551163514931,0.18839189875329326
D:\projects\xray\test\xray_easy04544rotated270.jpg,0.016109291,17.176813371940263,0.18787742518349299
D:\projects\xray\test\xray_easy07067rotated270.jpg,0.013680972,17.291275461246162,0.18659372677137046
D:\projects\xray\test\xray_easy06992rotated270.jpg,0.013635293,17.252541549145125,0.18616070814072036
D:\projects\xray\test\xray_easy07038shifted0_25.jpg,0.0144489715,17.153097540028117,0.1859799468878629
D:\projects\xray\test\P05963rotated45.jpg,0.0097413985,17.622714219035448,0.185968540696221
D:\projects\xray\test\xray_easy06984shifted0_25.jpg,0.014624606,17.131268506481,0.18593729095144818
D:\projects\xray\test\xray_easy04566flip0.jpg,0.016667161,16.92247863991971,0.18589194753606272
D:\projects\xray\test\xray_easy04531shifted25_0.jpg,0.014076767,17.14396834257293,0.1855164499837208
D:\projects\xray\test\xray_easy04558shifted0_25.jpg,0.01302278,17.210885163398377,0.18513163205237976
D:\projects\xray\test\P05965flip0.jpg,0.008053216,17.685756061622193,0.18491077676811507
D:\projects\xray\test\xray_easy04577rotated270.jpg,0.014140212,17.05632825015069,0.18470349447857148
D:\projects\xray\test\xray_easy07037shifted0_25.jpg,0.014732014,16.945884036794112,0.18419085475578711
D:\projects\xray\test\xray_easy04557flip-1.jpg,0.01701217,16.693032960265473,0.18394249918728664
D:\projects\xray\test\xray_easy06984scaled1.4.jpg,0.012230217,17.145898820291812,0.18368920565973576
D:\projects\xray\test\xray_easy04520shifted0_25.jpg,0.014826532,16.841038205230593,0.1832369145056045
D:\projects\xray\test\P02162shifted10_0.jpg,0.014102663,16.894096102050014,0.1830436239340014
D:\projects\xray\test\xray_easy07002rotated270.jpg,0.015527927,16.70675779674317,0.18259550528415694
D:\projects\xray\test\xray_easy07063shifted0_-25.jpg,0.014608134,16.746110133977933,0.18206923492404026
D:\projects\xray\test\xray_easy04520scaled1.4.jpg,0.013391216,16.828252726735112,0.18167374355287788
D:\projects\xray\test\xray_easy04707flip1.jpg,0.016440319,16.51759905894269,0.18161630948679341
D:\projects\xray\test\P02166shifted-10_0.jpg,0.01263529,16.85308545080648,0.1811661441994534
D:\projects\xray\test\xray_easy07001flip0.jpg,0.017310493,16.382613389155086,0.18113662658592877
D:\projects\xray\test\B0049_0117shifted10_0.jpg,0.0049238545,17.491639263364277,0.17984024712252222
D:\projects\xray\test\xray_easy04551rotated270.jpg,0.017887814,16.133427093225638,0.17922208490270297
D:\projects\xray\test\xray_easy07038scaled1.4.jpg,0.013871722,16.492486365732457,0.17879658558067588
D:\projects\xray\test\xray_easy07046shifted25_0.jpg,0.015638331,16.24527225944461,0.17809105354577917
D:\projects\xray\test\xray_easy07027rotated90.jpg,0.014666729,16.340415985760597,0.17807088853297143
D:\projects\xray\test\P02124flip-1.jpg,0.012885973,16.45722415579907,0.177458214415466
D:\projects\xray\test\xray_easy04672flip-1.jpg,0.012566199,16.473248969540887,0.17729868829027706
D:\projects\xray\test\xray_easy04671flip-1.jpg,0.016004669,16.076181710161233,0.17676648565031552
D:\projects\xray\test\P05963shifted0_-10.jpg,0.008084216,16.852995962794203,0.17661417578305383
D:\projects\xray\test\B0050_0028rotated45.jpg,0.004121299,17.244319201878557,0.17656449092052232
D:\projects\xray\test\B0044_0050rotated45.jpg,0.010902867,16.551590919920635,0.17641877592035962
D:\projects\xray\test\P05964shifted10_0.jpg,0.006952753,16.931281991995544,0.17626557274482818
D:\projects\xray\test\xray_easy07068flip1.jpg,0.017803414,15.813535293019964,0.17593876672364428
D:\projects\xray\test\P02145scaled1.2.jpg,0.0103642205,16.496005037198362,0.17532427084962426
D:\projects\xray\test\xray_easy07034rotated45.jpg,0.016426185,15.888519455640475,0.17531137970237892
D:\projects\xray\test\xray_easy04558shifted-25_0.jpg,0.013483729,16.17289017590796,0.17521263097255577
D:\projects\xray\test\P02169shifted-10_0.jpg,0.01190105,16.326263061379407,0.17516368048851702
D:\projects\xray\test\xray_easy04571shifted25_0.jpg,0.012892828,16.199729789666634,0.17489012621961336
D:\projects\xray\test\xray_easy04709rotated90.jpg,0.016446145,15.834323732084709,0.17478938257224041
D:\projects\xray\test\xray_easy04521shifted0_25.jpg,0.014485877,16.029132490994925,0.17477720191719529
D:\projects\xray\test\P02146rotated180.jpg,0.01170699,16.266366148006956,0.17437065166991988
D:\projects\xray\test\P05550rotated90.jpg,0.012823895,16.14211232135218,0.17424501783346352
D:\projects\xray\test\P04632flip0.jpg,0.011222866,16.28653074304745,0.17408817379429792
